observation_time,no2,temperature,humidity,wind_speed,wind_direction,pressure
2025-07-10T22:00+08:00,25,26,94,5,270,993
2025-07-10T23:00+08:00,25,26,95,5,270,994
2025-07-09T00:00+08:00,6,28,78,17,270,999
2025-07-09T01:00+08:00,9,27,80,9,270,998
2025-07-09T02:00+08:00,8,27,82,8,270,998
2025-07-09T03:00+08:00,7,27,83,13,270,997
2025-07-09T04:00+08:00,8,27,85,10,270,997
2025-07-09T05:00+08:00,8,27,85,13,270,997
2025-07-09T06:00+08:00,8,27,86,8,225,997
2025-07-09T07:00+08:00,8,28,84,9,270,997
2025-07-09T08:00+08:00,13,29,78,11,270,998
2025-07-09T09:00+08:00,10,30,75,7,270,998
2025-07-09T10:00+08:00,9,31,69,10,315,998
2025-07-09T11:00+08:00,8,33,65,11,270,997
2025-07-09T12:00+08:00,6,33,60,15,270,997
2025-07-09T13:00+08:00,6,35,56,13,315,996
2025-07-09T14:00+08:00,5,34,55,14,225,995
2025-07-09T15:00+08:00,6,35,53,16,270,994
2025-07-09T16:00+08:00,5,35,54,9,315,993
2025-07-09T17:00+08:00,6,35,51,10,270,993
2025-07-09T18:00+08:00,6,34,56,21,270,992
2025-07-09T19:00+08:00,9,33,62,15,225,993
2025-07-09T20:00+08:00,10,32,70,25,180,993
2025-07-09T21:00+08:00,9,31,74,19,270,994
2025-07-09T22:00+08:00,5,30,77,19,270,994
2025-07-09T23:00+08:00,6,28,85,22,0,996
